url,heading,release,last_edited,pub,publication,time_period,is_latest_release
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2020-week-42,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 42 2020,20-Oct-20,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 42 2020,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2020-week-41,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 41 2020,13-Oct-20,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 41 2020,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2020-week-40,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 40 2020,06-Oct-20,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 40 2020,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2020-week-39,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 39 2020,29-Sep-20,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 39 2020,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2020-week-38,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 38 2020,22-Sep-20,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 38 2020,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2020-week-37,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 37 2020,15-Sep-20,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 37 2020,No
https://explore-education-statistics.service.gov.uk/data-tables/the-link-between-absence-and-attainment-at-ks2-and-ks4,Create your own tables,Table Tool,NA,The link between absence and attainment at KS2 and KS4,The link between absence and attainment at KS2 and KS4,,No
https://explore-education-statistics.service.gov.uk/find-statistics/apprenticeships-in-england-by-industry-characteristics/data-guidance,Apprenticeships in England by industry characteristics,Academic year 2020/21,28-Apr-22,NA,Apprenticeships in England by industry characteristics,2020/21,No
https://explore-education-statistics.service.gov.uk/find-statistics/apprenticeships-in-england-by-industry-characteristics/2019-20,Apprenticeships in England by industry characteristics,Academic year 2019/20,04-Mar-21,NA,Apprenticeships in England by industry characteristics,2019/20,No
https://explore-education-statistics.service.gov.uk/data-tables/apprenticeships-in-england-by-industry-characteristics,Create your own tables,Table Tool,NA,Apprenticeships in England by industry characteristics,Apprenticeships in England by industry characteristics,,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2020-week-35,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 35 2020,01-Sep-20,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 35 2020,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2020-week-33,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 33 2020,18-Aug-20,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 33 2020,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2020-week-31,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 31 2020,04-Aug-20,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 31 2020,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2020-week-29,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 29 2020,21-Jul-20,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 29 2020,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2020-week-28,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 28 2020,14-Jul-20,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 28 2020,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2020-week-27,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 27 2020,07-Jul-20,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 27 2020,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2020-week-26,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 26 2020,30-Jun-20,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 26 2020,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2020-week-25,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 25 2020,23-Jun-20,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 25 2020,No
https://explore-education-statistics.service.gov.uk/find-statistics/laptops-and-tablets-data/data-guidance,Laptops and tablets data,Apr-22,05-Apr-22,NA,Laptops and tablets data,Apr-22,No
https://explore-education-statistics.service.gov.uk/find-statistics/laptops-and-tablets-data/2022-march,Laptops and tablets data,Mar-22,08-Mar-22,NA,Laptops and tablets data,Mar-22,No
https://explore-education-statistics.service.gov.uk/find-statistics/laptops-and-tablets-data/2022-february,Laptops and tablets data,Feb-22,08-Feb-22,NA,Laptops and tablets data,Feb-22,No
https://explore-education-statistics.service.gov.uk/find-statistics/laptops-and-tablets-data/2022-january,Laptops and tablets data,Jan-22,11-Jan-22,NA,Laptops and tablets data,Jan-22,No
https://explore-education-statistics.service.gov.uk/find-statistics/laptops-and-tablets-data/2021-december,Laptops and tablets data,Dec-21,14-Dec-21,NA,Laptops and tablets data,Dec-21,No
https://explore-education-statistics.service.gov.uk/find-statistics/laptops-and-tablets-data/2021-week-28,Laptops and tablets data,Week 28 2021,13-Jul-21,NA,Laptops and tablets data,Week 28 2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/laptops-and-tablets-data/2021-week-24,Laptops and tablets data,Week 24 2021,15-Jun-21,NA,Laptops and tablets data,Week 24 2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/laptops-and-tablets-data/2021-week-19,Laptops and tablets data,Week 19 2021,11-May-21,NA,Laptops and tablets data,Week 19 2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/laptops-and-tablets-data/2021-week-15,Laptops and tablets data,Week 15 2021,13-Apr-21,NA,Laptops and tablets data,Week 15 2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/laptops-and-tablets-data/2021-week-11,Laptops and tablets data,Week 11 2021,16-Mar-21,NA,Laptops and tablets data,Week 11 2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/laptops-and-tablets-data/2021-week-10,Laptops and tablets data,Week 10 2021,09-Mar-21,NA,Laptops and tablets data,Week 10 2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/laptops-and-tablets-data/2021-week-9,Laptops and tablets data,Week 9 2021,02-Mar-21,NA,Laptops and tablets data,Week 9 2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/laptops-and-tablets-data/2021-week-7,Laptops and tablets data,Week 7 2021,16-Feb-21,NA,Laptops and tablets data,Week 7 2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/laptops-and-tablets-data/2021-week-6,Laptops and tablets data,Week 6 2021,09-Feb-21,NA,Laptops and tablets data,Week 6 2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/laptops-and-tablets-data/2021-week-5,Laptops and tablets data,Week 5 2021,02-Feb-21,NA,Laptops and tablets data,Week 5 2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/laptops-and-tablets-data/2021-week-4,Laptops and tablets data,Week 4 2021,26-Jan-21,NA,Laptops and tablets data,Week 4 2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/laptops-and-tablets-data/2021-week-3,Laptops and tablets data,Week 3 2021,19-Jan-21,NA,Laptops and tablets data,Week 3 2021,No
https://explore-education-statistics.service.gov.uk/data-tables/laptops-and-tablets-data,Create your own tables,Table Tool,NA,Laptops and tablets data,Laptops and tablets data,,No
https://explore-education-statistics.service.gov.uk/find-statistics/co2-monitors-cumulative-delivery-statistics/data-guidance,CO2 monitors: cumulative delivery statistics,Week 50 2021,16-Dec-21,NA,CO2 monitors: cumulative delivery statistics,Week 50 2021,No
